cod_IBGE,Macrorregião,Município,UF,Capital,RM / RIDE,CAD0002,CAD0003,CAD0005,CAD0006,DFE0001,DFE0002,DFE0003,CAD2001,CAD2002,CAD2002A,CAD2003,CAD2004,CAD2004A,CAD2005,CAD2006,GTA0001,GTA0002,GTA0003,GTA0004,GTA0005,GTA0006,GTA0007,GTA0008,GTA0009,GTA0010,GTA0011,GTA0012,GTA0013,GTA0014,GTA0015,GTA0016,GTA0017,GTA0018,GTA0999,GTA1001,GTA1002,GTA1003,GTA1004,GTA1005,GTA1009,GTA1013,GTA1014,GTA1101,GTA1102,GTA1103,GTA1203,GTA1204,GTA1205,GTA1206,GTA1207,GTA1208,GTA1209,GTA1210,GTA1211,GTA1212,GTA1213,GTA1214,GTA1215,GTA1216,GTA1217,GTA1218,GTA1219,GTA1220,GTA1221,GTA1301,GTA1999,GTA3001,GTA3002,GTA3003,GTA3004,GTA3004A,GTA3005,GTA3006,GTA3101,GTA3102,GTA3103,GTA3104,GTA3106,GTA3107,GTA3109,GTA3999
2111003,Nordeste,São João Batista,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,18728,5024,13704,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,20/03/1997,20/03/2047,1385,0,468,4,392,396,NA,468,441,51,4,NA,NA,NA,0,0,0,0,NA,430,0,430,0,0,0,0,430,0,13.55,6,0,0,0,0,0,40,52.92,5.04,57.96,0,0.18,0.18,NA,0,0,372.04,52.92,0,52.93,209.88,NA,4,840,0,NA,NA,0,0,9,6,1,240,0,0,Sim,NA
2111078,Nordeste,São João do Soter,MA,NA,RM da Zona Leste do Estado do Maranhão (MA),Autarquia,Local,Prefeitura Municipal de São João do Soter,PMSJS,17057,6576,10481,Sede e localidades,Prestação direta por entidade da administração pública indireta,NA,Integral,NA,NA,17/07/2024,NA,6100,7000,4450,33,25,20,12,2424,2420,33,25,25,20,12,2026,2026,5,6435,"Existem 3 residências com ligação foram desabitadas, e  12 habitações em construção na área da rede de atendimento.",1870,0,1530,0,0,0,0,1870,NA,190,5,0,0,5,5,10,800,1410,2,1412,9,1,10,NA,NA,NA,448,0,0,1530,93500,Não trabalhamos com água exportada.,15,800,5,Outro (especificar),BOMBAS QUEIMADAS E FALTA DE ENERGIA,500,17,35,85,85,108,100,100,Não,NA
2111102,Nordeste,São João dos Patos,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,25270,20849,4421,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,20849,0,7655,3546,1717,5263,NA,7678,7269,3560,3370,NA,NA,NA,0,0,0,0,NA,2937,0,2937,0,0,0,0,2937,0,65.22,7,0,0.35,0,0,0.35,3000,1093.51,110.14,1203.65,430,66.1,496.1,NA,14.69,14.69,1718.31,1093.51,0,1154.01,1840.68,NA,0,0,0,NA,NA,0,0,46,551,517,504,9,4,Sim,NA
2111201,Nordeste,São José de Ribamar,MA,NA,RM da Grande São Luís (MA),Empresa privada,Regional,BRK Ambiental - Maranhão,BRK MRN,247109,57151,189958,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,26/01/2015,26/01/2050,55192,184773,71444,63195,10667,73862,NA,19317,18520,74726,71826,NA,10801,NA,64669,62004,0,NA,NA,25402.76,0,25402.76,0,24516.96,0,0,25402.76,NA,445.94,NA,0,97.04,0,1571,1668.04,10879,8056.7,285.01,8341.71,7267.06,236.52,7503.58,NA,NA,NA,15393.01,10298.98,0,10705.64,10665.69,"Existência de muitas áreas irregulares (invasões) que ocasionam um grande índice de ligações clandestinas de água
",56,54834,3740,Outro (especificar),Expansão e melhoria dos sistemas,860254,54,6532,NA,4312,3384,892,843,Sim,NA
2111250,Nordeste,São José dos Basílios,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,7027,2818,4209,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,2747,0,842,140,332,472,0,842,835,140,138,NA,NA,NA,0,0,0,0,NA,250,0,250,0,0,0,0,250,0,8.87,7,0,13,0,0,13,107,111.2,3.25,114.45,21,0.73,21.73,NA,1.25,1.25,121.3,111.2,0,116.31,111.99,NA,0,0,0,NA,NA,0,0,10,31,31,51,4,4,Sim,NA
2111300,Nordeste,São Luís,MA,Sim,RM da Grande São Luís (MA),Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,1048172,990007,58165,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,14/02/1996,14/02/2026,781994,867,195999,72815,45979,118794,NA,295500,264187,137636,120180,NA,NA,NA,297,297,0,0,NA,126978,80719,24483.98,0,53953.57,0,0,126978,8,2161,6,1216.27,16.94,45,8241.55,8303.49,65686,60681.21,8269.05,68950.26,17367,2383.7,19750.7,NA,634.89,634.89,47873.09,37200.64,0,43806.77,90324.79,NA,4,154730,0,NA,NA,0,0,8561,4321,4185,279,645,561,Sim,NA
2111409,Nordeste,São Luís Gonzaga do Maranhão,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,17994,7050,10944,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,0,0,0,0,486,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,751,0,751,0,0,0,0,751,0,9.74,7,0,9,0,0,9,200,300,0,300,0,0,0,NA,0,0,442,0,0,0,331.2,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,Sim,NA
2111508,Nordeste,São Mateus do Maranhão,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,39217,28803,10414,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,10576,0,3295,170,3117,3287,NA,3312,3254,497,142,NA,NA,NA,0,0,0,0,NA,1957,0,757,0,0,0,0,1957,0,50.43,6,0,0,0,0,0,550,482.95,482.95,965.9,15,3.98,18.98,NA,9.79,9.79,981.31,482.95,0,497.39,1343.85,NA,0,0,0,NA,NA,0,0,8,77,77,166,5,5,Sim,NA
2111532,Nordeste,São Pedro da Água Branca,MA,NA,RM do Sudoeste Maranhense (MA),Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,14484,12899,1585,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,01/03/2004,01/03/2024,9140,0,2530,41,706,747,NA,2555,2504,41,27,NA,NA,NA,0,0,0,0,NA,1958,0,1958,0,0,0,0,1958,26.75,26.75,6,0,0,0,0,0,2400,345,19.33,364.33,3,8.71,11.71,0,9.79,9.79,1583.88,345,0,365.52,699.41,NA,387,8335,0,NA,NA,0,0,7,124,122,225,0,0,Sim,NA
2111607,Nordeste,São Raimundo das Mangabeiras,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,18860,13527,5333,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,0,0,0,0,630,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,888,888,0,0,0,0,0,888,0.2,41.2,7,0,50,0,0,50,500,355.2,0,355.2,0,0,0,NA,4.44,4.44,478.36,0,0,0,699.41,NA,0,0,0,NA,NA,0,0,1,390,384,519,1,1,Sim,NA
2111631,Nordeste,São Raimundo do Doca Bezerra,MA,NA,NA,Município,Local,Prefeitura Municipal de São Raimundo do Doca Bezerra,PMSRDB,5706,1622,4084,Sem atendimento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2111706,Nordeste,São Vicente Ferrer,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,19692,5126,14566,Sem delegação atendendo Sede e Localidades - SDSL,NA,NA,Integral,NA,NA,NA,NA,2633,205,933,38,1067,1105,NA,870,844,129,36,NA,NA,NA,66,66,0,0,NA,587,0,587,0,0,0,0,587,0,18.07,6,0,0,0,0,0,0,128.02,6.54,134.56,5,0.24,5.24,0,2.94,2.94,449.5,128.02,0,129.35,220.92,NA,4,2593,0,NA,NA,0,0,9,30,30,611,2,2,Sim,NA
2111722,Nordeste,Satubinha,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,8869,2688,6181,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,1328,0,386,6,358,364,NA,386,372,55,0,NA,NA,NA,0,0,0,0,NA,196,0,196,0,0,0,0,196,0,8.27,5,0,0,0,0,0,10,0,4.25,4.25,0,0,0,NA,0.98,0.98,190.77,0,0,4.25,158.69,NA,0,0,0,NA,NA,0,0,2,NA,0,0,0,0,Sim,NA
2111763,Nordeste,Senador La Rocque,MA,NA,RM do Sudoeste Maranhense (MA),Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,14845,7208,7637,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,7208,0,3848,602,1045,1322,NA,4879,4710,606,589,NA,NA,NA,0,0,0,0,NA,2586,0,2586,0,0,0,0,2586,0,39.63,6,0,0,0,0,0,6600,580,55.3,635.3,97,14.22,111.22,NA,12.93,12.93,1937.77,0,0,644.09,1431.92,NA,11,11852,0,NA,NA,0,0,18,661,646,1226,3,2,Sim,NA
2111904,Nordeste,Sucupira do Norte,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,10340,4895,5445,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,126,0,126,0,0,0,0,126,0,14.05,7,0,25,0,0,25,1560,50.4,0,50.4,0,0,0,NA,0,0,50.6,0,0,0,284.95,"EGTA1022,1021,1101 - Sistema  encontra-se com problemas operacionais na produção e distribuição,100% Suspenso.",0,0,0,NA,NA,0,0,0,0,0,0,0,0,Sim,NA
2111953,Nordeste,Sucupira do Riachão,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,5035,3124,1911,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,3124,0,1151,266,357,623,NA,1151,1103,266,247,NA,NA,NA,0,0,0,0,NA,341,0,341,0,0,0,0,341,0,10.74,7,0,0.39,0,0,0.39,1200,147.29,14.34,161.63,29,6.42,35.42,NA,1.71,1.71,177.27,147.29,0,153.51,248.94,NA,0,0,0,NA,NA,0,0,5,7,7,403,25,25,Sim,NA
2112001,Nordeste,Tasso Fragoso,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,8952,5337,3615,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,5337,0,2069,287,289,576,NA,2072,2025,287,268,NA,NA,NA,0,0,0,0,NA,1555,0,1555,0,0,0,0,1555,0,11.67,7,0,12,0,0,12,400,288.95,15.65,304.6,41,9.77,50.77,NA,7.78,7.78,1230.62,288.95,0,300.92,378.76,NA,5,5344,0,NA,NA,0,0,11,NA,1,1,1,1,Sim,NA
2112100,Nordeste,Timbiras,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,26747,16691,10056,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,12219,0,3562,809,1312,2121,NA,3567,3491,810,767,NA,NA,NA,0,0,0,0,NA,2251,2251,0,0,0,0,0,2251,0,10.75,7,0,0.62,1.35,0,1.97,3100,504.55,26.58,531.13,112,11.52,123.52,NA,11.26,11.26,1706.64,504.55,0,594.13,717.41,NA,0,0,0,NA,NA,0,0,15,116,108,276,1,1,Sim,NA
2112209,Nordeste,Timon,MA,NA,RIDE da Grande Teresina (PI/MA) | RM da Zona Leste do Estado do Maranhão (MA),Autarquia; Empresa privada,Local; Local,Serviço Autônomo de Água e Esgoto de Timon; Águas de Timon Saneamento S/A,SAAE; ATI,176226,153184,23042,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,153184,8358,58750,52638,11257,0,161,57306,54150,53729,50970,10525,9722,1,2779,2779,2786,2939,Consultar dado por prestador de serviço,17859.76,1092.55,16186.21,1092.55,17278.76,0,0,17859.76,851,607,10,0.99,5449.02,0,709.88,6158.9,10790,6567.22,1497.63,8064.85,6045.93,1398.29,7444.22,10,5,15,3620.02,8173.1,0,8713.1,11318741,Consultar dado por prestador de serviço,248,1020743,1,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,203,5,2767,17978,7325,452372,1865,1680,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço
2112233,Nordeste,Trizidela do Vale,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,22712,19377,3335,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,19377,0,6730,2921,1501,4422,NA,6767,6568,2921,2850,NA,NA,NA,0,0,0,0,NA,1424,1424,0,0,0,0,0,1424,0,25.01,7,0,0.26,2.77,0,3.03,2700,969.29,67.42,1036.71,383,41.71,424.71,NA,7.12,7.12,377.14,969.29,0,985.79,1104.07,NA,0,0,0,NA,NA,0,0,62,310,280,279,196,196,Sim,NA
2112308,Nordeste,Tuntum,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,36611,16750,19861,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,14138,0,4557,71,1485,1556,NA,4559,4446,71,49,NA,NA,NA,0,0,0,0,NA,1697,0,1697,0,0,0,0,1697,0,35.73,7,0,52,0,0,52,1697,782.11,30.62,812.73,6,11.06,17.06,0,8.49,8.49,823.78,782.11,0,817.69,1188.53,NA,4,6409,99,Insuficiência de sistema de distribuição,NA,2873,0,22,189,189,54,21,21,Sim,NA
2112407,Nordeste,Turiaçu,MA,NA,NA,Município,Local,Prefeitura Municipal de Turiaçu,PMT,37869,12199,25670,Sede e localidades,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,7000,3000,4500,0,100,100,1000,5000,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,41,25,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,90,NA,50,5600,40,Insuficiência de sistema de distribuição,NA,5600,10,60,30,25,25,100,100,Sim,NA
2112456,Nordeste,Turilândia,MA,NA,NA,Município,Local,Prefeitura Municipal de Turilândia,0000000,31964,14485,17479,Sede e localidades,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,14485,0,3621,0,3964,0,0,14000,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,140,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2500,NA,4,3000,4,Outro (especificar),manutenção,2000,25,4,4,4,3,4,4,Não,NA
2112506,Nordeste,Tutóia,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,53890,19070,34820,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,2473,0,702,328,982,1310,NA,702,685,328,326,NA,NA,NA,10,0,0,0,NA,1904,1590,313,0,0,0,0,1904,0.1,11.61,7,0,4,0,0,4,600,761.6,3.42,765.02,20,0.36,20.36,NA,0,0,1134.98,86.14,0,86.14,648.64,NA,0,0,0,NA,NA,0,0,24,111,98,158,0,0,Sim,NA
2112605,Nordeste,Urbano Santos,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,33148,23437,9711,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,3482,0,939,385,1235,1620,NA,939,914,385,371,NA,NA,NA,0,0,0,0,NA,723,723,0,0,0,0,0,723,2.5,10.48,7,0,5,0,0,5,500,116.3,6.66,122.96,44,2.34,46.34,NA,3.62,3.62,591.42,116.3,0,125.13,406.87,NA,0,0,0,NA,NA,0,0,6,75,74,140,3,3,Sim,NA
2112704,Nordeste,Vargem Grande,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,43689,23596,20093,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,5628,0,1728,83,2427,2510,NA,1728,1675,252,76,NA,NA,NA,0,0,0,0,NA,3232,3232,0,0,0,0,0,3232,9,66.03,6,0,0,0,0,0,950,236.64,15.84,252.48,7,1.2,8.2,NA,16.16,16.16,2963.36,236.64,0,252.17,741.57,NA,0,0,0,NA,NA,0,0,9,66,60,159,1,1,Sim,NA
2112852,Nordeste,Vila Nova dos Martírios,MA,NA,RM do Sudoeste Maranhense (MA),Município,Local,Prefeitura Municipal de Vila Nova Dos Martírios,PMVNM,10465,5752,4713,Sede e localidades,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,5654,4500,3384,0,287,0,0,5752,0,0,0,287,287,NA,1512,1512,52,NA,NA,230,0,0,0,0,0,0,230,NA,80,12,0,0.19,0,0.02,0.21,190,190,0,190,0,0,0,NA,NA,NA,39.79,0,0,0,602,Não,5,135,8,Outro (especificar),7,230,NA,190,NA,14,38,27,27,Sim,NA
2112902,Nordeste,Vitória do Mearim,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,31113,14762,16351,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,29/03/1977,29/03/2027,14065,0,4336,144,1245,1389,NA,4391,4275,745,130,NA,NA,NA,0,0,0,0,NA,2826,2305,520,0,0,0,0,2826,0,44.07,5,0,37,0,0,37,400,599.04,52.2,651.24,18,6.42,24.42,NA,14.13,14.13,2123.63,599.04,0,745.05,1181.68,NA,0,0,0,NA,NA,0,0,15,41,36,640,5,4,Sim,NA
2113009,Nordeste,Vitorino Freire,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,31153,15918,15235,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,16/05/1977,16/05/2027,1446,0,466,8,1746,1754,NA,466,459,8,7,NA,NA,NA,0,0,0,0,NA,383,0,383,0,0,0,0,383,0,21.49,5,0,0,0,0,0,40,56.7,1.92,58.62,3,0.18,3.18,NA,1.92,1.92,322.46,56.7,0,63,441.66,NA,0,0,0,NA,NA,0,0,28,60,6,12,10,10,Sim,NA
2114007,Nordeste,Zé Doca,MA,NA,NA,Sociedade de economia mista,Regional,Companhia de Saneamento Ambiental do Maranhão,CAEMA,41202,25345,15857,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,8688,0,2750,277,2274,2551,NA,2762,2698,310,269,NA,NA,NA,0,0,0,0,NA,1187,0,1187,0,0,0,0,1187,0,40.17,5,0,0,0,0,0,250,389.33,16.74,406.07,26,1.08,27.08,NA,5.94,5.94,774.99,389.33,0,389.33,1180.08,NA,4,657,3,Insuficiência de sistema de distribuição,NA,1200,0,125,60,60,96,60,60,Sim,NA
2200053,Nordeste,Acauã,PI,NA,NA,Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,6484,866,5618,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,01/03/2004,01/03/2034,839,0,757,756,164,0,413,760,699,759,699,165,165,413,0,0,0,2216,NA,120.42,120.42,0,0,0,0,0,120.42,NA,8.72,8,0,0,0,0,0,105,60,7.11,67.11,58.36,7,65.36,NA,NA,NA,53.31,58.36,0,96.43,33.93,NA,0,0,0,NA,NA,0,0,447,30,30,55,39,39,Sim,NA
2200103,Nordeste,Agricolândia,PI,NA,NA,Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,4989,3525,1464,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,3153,0,1323,1215,682,0,521,1330,1261,1222,1171,687,687,521,0,0,0,2469,NA,253,0,252.4,0,0,0,0,253,NA,27.68,8,0,0,0,0,0,230,155,11.26,166.26,112.58,6,118.58,NA,NA,NA,86.74,112.58,0,196.72,371.41,NA,5,3245,0,NA,NA,0,0,875,24,22,125,18,18,Sim,NA
2200202,Nordeste,Água Branca,PI,NA,NA,Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,17750,15687,2063,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,01/01/2005,01/01/2035,15007,0,5263,5119,2166,0,1963,5358,5019,5214,4901,2266,2266,1963,0,0,0,7522,NA,1250,0,1243.76,0,0,0,0,1250,NA,136.85,8,0,0,0,0,0,300,571,46.21,617.21,482.27,34,516.27,NA,NA,NA,632.79,482.27,0,766.12,1151.77,A informação GTA1208 capacidade de reservação é a real instalada. Não pode ser modificada.,21,8979,0,NA,NA,0,0,5353,154,149,481,128,128,Sim,NA
2200251,Nordeste,Alagoinha do Piauí,PI,NA,NA,Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,6887,2504,4383,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,01/12/2003,01/12/2033,2381,0,1058,990,585,0,5,1066,1035,997,968,587,587,5,0,0,0,2575,NA,222.94,0,222.94,0,0,0,0,222.94,NA,16.07,8,0,0,0,0,0,90,103,4.5,107.5,75.96,3,78.96,NA,NA,NA,115.44,75.96,0,146.89,205.68,NA,0,0,0,NA,NA,0,0,436,4,4,13,16,16,Sim,NA
2200301,Nordeste,Alto Longá,PI,NA,NA,Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,13614,6698,6916,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,3743,0,1407,1407,809,0,54,1416,1295,1416,1295,811,811,54,0,0,0,4665,NA,278,0,276.39,0,0,0,0,278,NA,19.79,8,0,0,0,0,0,230,147,13.64,160.64,145.63,13,158.63,NA,NA,NA,117.36,145.63,0,205.96,210.03,NA,7,2454,16,Insuficiência de sistema de produção,NA,4609,0,1462,58,58,335,11,11,Sim,NA
2200400,Nordeste,Altos,PI,NA,RIDE da Grande Teresina (PI/MA),Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,47935,33817,14118,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,01/02/2003,01/11/2031,22350,0,7584,7324,3557,0,3336,7641,7280,7324,6973,3632,3632,3336,0,0,0,15161,NA,1744,0,1736.78,0,0,0,0,1744,NA,101.14,8,0,0,0,0,0,470,824,48.85,872.85,675.55,31,706.55,NA,NA,NA,871.15,675.55,0,1081.07,1526.37,A informação GTA1208 capacidade de reservação é a real instalada. Não pode ser modificada.,28,12993,0,NA,NA,0,0,6090,88,88,344,357,357,Sim,NA
2200459,Nordeste,Alvorada do Gurguéia,PI,NA,NA,Autarquia,Local,Serviços de Aguas e Esgotos de Alvorada do Gurguéia,SAEAG,5375,1968,3407,Sede e localidades,Prestação direta por entidade da administração pública indireta,NA,Integral,NA,NA,07/01/2003,NA,1968,2700,1911,0,0,0,NA,2945,1200,0,0,NA,NA,0,0,0,0,1620,NA,645,45,600,0,645,0,0,645,1,40,20,0,2,20,20,42,2000,302,195,497,0,0,0,18,10,28,78,0,0,0,71,"Erro	EGTA1043	GFI2004, GTA1301	A Despesa com energia elétrica do serviço de abastecimento de água (GFI2004) dividida pelo Consumo total de energia elétrica nos sistemas de abastecimento água (GTA1301) proporciona um índice de despesa por consumo de energia elétrica no sistema inferior a R$ 0,05 kWh, no ano de referência.	GFI2004/GTA1301 < 0,05 - AS DESESAS COM ENERGIA ELÉTRICA COM BOMBEAMENTO  PARA O SISTEMA DE ABASTECIMENTO D ÁGUA , SÃO PAGAS PELA PREFEITURA MUNICIPAL.",0,0,0,NA,NA,0,NA,18,16,9,72,41,41,Não,NA
2200509,Nordeste,Amarante,PI,NA,NA,Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,17406,8911,8495,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,01/01/2004,01/01/2034,8508,0,3344,3240,1157,0,930,3421,3151,3314,3059,1176,1176,930,0,0,0,5523,NA,795,0,790.27,0,790.27,0,0,795,NA,31.39,8,0,0,0,0,0,400,415,56.37,471.37,331.73,31,362.73,NA,NA,NA,323.63,331.73,0,333.33,464.67,NA,0,0,0,NA,NA,0,0,1779,26,18,96,68,68,Sim,NA
2200608,Nordeste,Angical do Piauí,PI,NA,NA,Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,6896,5389,1507,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,01/08/2006,01/08/2036,4290,0,1634,1600,887,0,6,1652,1543,1618,1509,902,902,6,0,0,0,2454,NA,557.43,0,557.43,0,0,0,0,557.43,NA,32.27,8,0,0,0,0,0,250,159,12.13,171.13,130.78,11,141.78,NA,NA,NA,386.3,130.78,0,227.7,385.57,NA,16,5165,0,NA,NA,0,0,837,24,22,130,34,34,Sim,NA
2200707,Nordeste,Anísio de Abreu,PI,NA,NA,Sociedade de economia mista,Regional,Águas e Esgotos do Piauí S/A,AGESPISA,9502,4703,4799,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,01/06/2003,01/06/2033,4080,0,2148,2148,1039,0,732,2158,2040,2158,2040,1069,1069,732,0,0,0,3186,NA,320.7,0,315.97,0,0,0,0,320.7,15.66,35.21,8,0,0,0,0,0,150,189,13.85,202.85,111.38,9,120.38,NA,NA,NA,117.85,111.38,0,273.49,434.69,NA,0,0,0,NA,NA,0,0,2412,66,66,350,106,106,Sim,NA
